2000,4,10,2,0,S,0,103.95,0,1,0,0
2001,4,10,2,0,S,0,135.90,1,0,0,1
2002,4,10,2,0,U,0,158.07
2003,4,10,2,0,S,0,61.04,0,1,0,0
2004,4,10,2,0,S,0,128.98,1,0,0,0
2005,4,10,2,0,U,0,205.99
2006,4,10,2,0,S,0,25.03,0,0,0,0
2007,4,10,2,0,U,0,176.91
2008,4,10,2,0,S,0,24.80,0,0,0,0
2009,4,10,2,0,U,0,149.97
2010,8,16,2,0,U,0,3277.06
2011,8,16,2,0,S,0,2986.91,1,1,1,0,1,0,0,0
2012,8,16,2,0,S,0,783.92,0,0,1,0,0,0,1,0
2013,8,16,2,0,S,0,1446.96,0,0,1,0,0,0,1,1
2014,8,16,2,0,U,0,3290.89
2015,8,16,2,0,U,0,2898.93
2016,8,16,2,0,S,0,1365.18,0,1,1,1,1,0,0,1
2017,8,16,2,0,S,0,767.95,0,1,0,0,0,1,0,0
2018,8,16,2,0,U,0,3182.89
2019,8,16,2,0,U,0,3231.05
2080,4,20,3,0,U,0,421.05
2081,4,20,3,0,S,0,210.05,1,0,0,1
2082,4,20,3,0,S,0,62.94,0,0,0,0
2083,4,20,3,0,S,0,144.96,0,1,0,0
2084,4,20,3,0,U,0,330.21
2085,4,20,3,0,S,0,92.98,0,0,0,1
2086,4,20,3,0,S,0,181.20,0,0,1,1
2087,4,20,3,0,U,0,518.08
2088,4,20,3,0,U,0,433.92
2089,4,20,3,0,S,0,167.13,0,1,0,0
2090,8,40,3,0,S,0,5887.99,1,1,0,0,0,0,0,0
2091,8,40,3,0,U,0,8986.00
2092,8,40,3,0,U,0,15398.03
2093,8,40,3,0,S,0,4350.19,0,1,1,0,0,1,0,1
2094,8,40,3,0,S,0,5177.02,0,1,1,0,1,1,0,1
2095,8,40,3,0,S,0,1041.17,0,0,0,1,1,0,1,0
2096,8,40,3,0,U,0,9199.86
2097,8,40,3,0,S,0,7043.84,1,1,0,1,1,1,1,0
2098,8,40,3,0,U,0,6421.09
2099,8,40,3,0,S,0,4732.13,1,0,0,1,0,0,0,0
2160,4,40,4,0,U,0,1144.17
2161,4,40,4,0,U,0,588.89
2162,4,40,4,0,U,0,1017.81
2163,4,40,4,0,U,0,1147.99
2164,4,40,4,0,S,0,290.16,0,0,0,1
2165,4,40,4,0,U,0,1085.04
2166,4,40,4,0,S,0,339.03,0,0,1,1
2167,4,40,4,0,S,0,822.78,1,1,1,1
2168,4,40,4,0,S,0,432.01,0,1,0,1
2169,4,40,4,0,U,0,1033.07
2170,8,80,4,0,U,0,14205.93
2171,8,80,4,0,S,0,14064.07,0,1,1,1,0,0,0,1
2172,8,80,4,0,S,0,12969.02,1,0,1,0,0,1,0,0
2173,8,80,4,0,S,0,9860.04,0,1,0,1,0,0,1,0
2174,8,80,4,0,S,0,15434.03,1,1,0,1,0,1,0,0
2175,8,80,4,0,S,0,17160.89,1,1,0,1,0,0,0,1
2176,8,80,4,0,S,0,14837.98,1,1,0,1,0,0,1,1
2177,8,80,4,0,U,0,27633.91
2178,8,80,4,0,U,0,22081.14
2179,8,80,4,0,S,0,19516.94,1,1,0,0,0,1,1,1
TestFiles/kSATu.cnf,cde,60,34,26,0,0
